lon,lat,code_postal,ville,departement,nom_structure,adresse,url_lieu,source,url_illustration,code_access,code_label,code_accomp
6.731319,47.717178,70290,PLANCHER BAS,70,Cybercentre de Plancher Bas - Médiathèque,Rue Louis Pergaud,,,,,,
6.685299,47.704804,70290,CHAMPAGNEY,70,MFS Rahin et Chérimont - Champagney,Place Charles de Gaulle,,,,,,
6.359512,47.818898,70300,LUXEUIL LES BAINS,70,Association Jeunes Espoirs de Luxeuil,rue salvador allende,,,,,,
6.379386,47.819424,70300,LUXEUIL LES BAINS,70,Bureau Information Jeunesse de Luxeuil les Bains,35 rue Carnot,,,,,,
6.383922,47.806381,70300,SAINT SAUVEUR,70,Centre Multimedia de St Sauveur,4  rue Just Pingand,,,,,,
6.364494,47.815603,70300,LUXEUIL LES BAINS,70,FabLab des 3 lapins,2 rue Lacépède,,,,,,
6.336716,47.936628,70320,AILLEVILLERS ET LYAUMONT,70,Cyber Val.SE d'Aillevillers et Lyaumont,bibliotheque le temps de lire place pierre Bolle 70320 Aillevillers,,,,,,
6.325523,47.890023,70320,CORBENAY,70,Cyber Val.SE de Corbenay,Bibliothèque salle d'asile  place de l'eglise,,,,,,
6.292208,47.885222,70320,CORBENAY,70,MFS/PIJ de la Haute Comté,57 rue des Ballastières,,,,,,
5.972356,47.665199,70360,SENNECEY-SUR-SAÔNE-SAINT-ALBIN,70,MSAP Sennecey-sur-Saône et Saint-Albin,1 avenue de Verdun,,,,,,
6.756919,47.572185,70400,HERICOURT,70,Hérilab,1 rue de la Tuilerie,http://www.cc-pays-hericourt.fr/rubrique.php?id=630,,,,,
6.756945,47.572184,70400,HERICOURT,70,Mission Locale d'Héricourt - Villersexel,11 rue de la tuilerie,,,,,,
6.720897,47.842509,70440,HAUT-DU-THEM-CHÂTEAU-LAMBERT,70,MSAP Haut du Them Château Lambert,3 rue de la vierge,,,,,,
5.841782,47.812036,70500,JUSSEY,70,MSAP Hauts du Val de Saône,Pré Jean Roche,,,,,,
5.51564,47.61471,70600,CHAMPLITTE,70,MSAP Champlitte,Rue de la République,,,,,,
5.84702,47.42,70700,BUCEY-Lès-GY,70,Fablab des Monts de Gy,9 chemin des Ecoliers,http://fablab-montsdegy.fr,,,,,
6.266073,47.885253,70800,SAINT LOUP SUR SEMOUSE,70,Centre Multimédia de St Loup sur Semouse,12 rue Henry Guy,,,,,,
6.335297,47.872919,70800,FONTAINE LES LUXEUIL,70,Cyber Val.SE de Fontaine les Luxeuil,bibliothèque le temps de lire Salle polyvalente,,,,,,
6.266073,47.885253,70800,SAINT LOUP SUR SEMOUSE,70,Cyber Val.SE de St Loup sur Semouse,,,,,,,
6.272287,47.886174,70800,SAINT-LOUP-SUR-SEMOUSE,70,Lab'Haut Comtois,3  rue de l'Abattoir,http://www.labhautcomtois.fr,,,,,
6.280088,47.885121,70800,SAINT LOUP SUR SEMOUSE,70,Point Information Jeunesse de St Loup sur Semouse,14 bis rue de la Viotte,,,,,,
4.832034,46.308346,71000,MÂCON,71,Association Départementale Information Jeunesse 71,,,,,,,
4.830644,46.302181,71000,MÂCON,71,Cave à Musique,,,,,,,
4.836376,46.309889,71000,MÂCON,71,Couveuse Potentiel,,,,,,,
4.837787,46.310361,71000,MÂCON,71,Le Cyberphare,,,,,,,
4.828139,46.304852,71000,Mâcon,71,Locow coworking,82 rue Victor Hugo,www.locow.fr,,,,,
4.837787,46.310361,71000,MÂCON,71,Mission Locale du Mâconnais,1000 Avenue Maréchal Lattre de Tassigny,missionlocale-macon.fr,,,,,
4.831782,46.304775,71000,MÂCON,71,Mon Assistant Numérique Mâcon ( Nicolas Numérique SAS),42 rue tourneloup  Centre d'affaires Tourneloup,,,,,,
46.3124,4.83889,71000,MACON,71,OPAC Saône et Loire,800 avenue Maréchal de Lattre de Tassigny,opac.fr,,,,,
4.835909,46.308788,71000,MÂCON,71,Point Cyber CCI de Mâcon-Charolles-Tournus,Point Cyber CCI de Mâcon-Charolles-Tournus ,,,,,,
4.852363,46.753763,71000,MÂCON,71,Trav'Ailleurs,Trav'Ailleurs ,,,,,,
46.78023,4.846354,71100,CHALON SUR SAONE,71,Caisse d'Allocations Familiales de Châlon-sur-Saône,15 Avenue Victor Hugo,,,,,,
46.779661,4.858338,71100,CHALON SUR SAONE,71,CCAS Chalon sur Saône,7 Quai de l'Hôpital,,,,,,
46.7832,4.85768,71100,CHALON SUR SAONE,71,Centre Interculturel Conseil Formation Médiation,7 rue de l'Ancien Collège,https://www.facebook.com/centreinterculturel.cicfm,,,,,
46.7842,4.85132,71100,CHALON SUR SAONE,71,Collectif Associatif Local Pour l'Inclusion Numérique (CALPIN),1 rue Gauthey,,,,,,
4.84655,46.776441,71100,CHALON SUR SAÔNE,71,Couveuse Potentiel,Couveuse Potentiel ,,,,,,
4.828612,46.770078,71100,CHALON SUR SAÔNE,71,Espace multimédia de Chalon sur Saône,Espace multimédia de Chalon sur Saône ,,,,,,
4.827097,46.780769,71100,LUX,71,Espace Multimédia de Lux,Espace Multimédia de Lux ,,,,,,
4.827097,46.780769,71100,SAINT REMY,71,Espace Multimédia de Saint-Rémy,Espace Multimédia de Saint-Rémy ,,,,,,
4.835546,46.788894,71100,CHALON SUR SAÔNE,71,FabLab Chalonnais,141  avenue Boucicaut,http://fablab-chalon.fr/,,,,,
4.827097,46.780769,71100,CHALON SUR SAÔNE,71,Info'Rom (CCAS),Info'Rom (CCAS) ,,,,,,
46.7832,4.84812,71100,CHALON SUR SAONE,71,Kiosque Multimédia de Châlon-sur-Saône,29 boulevard de la République,facebook.com/servicejeunessechalon/,,,,,
4.850121,46.778011,71100,CHALON SUR SAÔNE,71,La Raffinerie,Quai Saint-Cosme,https://urbidesk.com/space/9902,,,,,
46.770078,4.828612,71100,SAINT REMY,71,Médiathèque de St Rémy,4 bis Rue d'Ottweiler,http://lancre.saint-remy71.fr ,,,,,
46.753763,4.852363,71100,LUX,71,Médiathèque l'Arob@se,2 Rue Raymond Balay,http://larobase.opac3d.fr,,,,,
4.866845,46.797587,71100,CHALON SUR SAÔNE,71,Mission Locale du Châlonnais,4 rue Jules Ferry,missionlocaleduchalonnais.fr,,,,,
4.84655,46.776441,71100,CHALON SUR SAÔNE,71,Nicéphore Labs,34  quai de Saint-Cosme,http://nicephorelabs.fr,,,,,
46.777,4.84624,71100,CHALON SUR SAONE,71,PLIE du Grand Chalon - Sucrerie rouge,7 rue Georges Maugey,,,,,,
46.7923,4.84957,71100,CHALON SUR SAONE,71,SASTI BFC,74 avenue de Paris,https://www.facebook.com/SASTIBourgogne21,,,,,
46.7901,4.86306,71100,CHALON SUR SAONE,71,Savoirs Plus,18 rue Pierre Nugue,www.savoirs-plus.com,,,,,
46.7825,4.8537,71100,CHALON SUR SAONE,71,Sous-préfecture de Chalon-sur-Saône,28 rue du général Leclerc,www.saone-et-loire.gouv.fr,,,,,
4.067991,46.598402,71130,GUEUGNON,71,club informatique de Gueugnon,club informatique de Gueugnon ,,,,,,
4.059696,46.599447,71130,GUEUGNON,71,FabLabinox, Place de l'église,http://syntaxerreur2-0.fr/,,,,,
4.067991,46.598402,71130,GUEUGNON,71,Mission Locale du Charolais,47 rue de la Convention,,,,,,
3.761385,46.624406,71130,GUEUGNON,71,Point Information Jeunesse de Gueugnon,Point Information Jeunesse de Gueugnon ,,,,,,
4.059696,46.599447,71130,GUEUGNON,71,Syntaxe erreur 2.0,place de l'église (entrée quai de l'Europe),,,,,,
4.770933,46.849637,71140,BOURBON LANCY,71,Cyber espace de Bourbon Lancy,Cyber espace de Bourbon Lancy ,,,,,,
3.97905,46.481963,71150,FONTAINES,71,Espace Multimédia de Fontaines,Espace Multimédia de Fontaines ,,,,,,
4.74212,46.8743,71150,RULLY,71,Mon Assistant Numérique Chalon,1 rue Neuve,http://chalonsursaone.MonAssistant.Numerique.com,MonAssistantNumérique.com,,,,
3.987782,46.488576,71160,DIGOIN,71,Bibliothèque Municipale de Digoin,Bibliothèque Municipale de Digoin ,,,,,,
4.336669,46.207113,71160,DIGOIN,71,Espace Jeunesse de Digoin,Espace Jeunesse de Digoin ,,,,,,
4.344631,46.207637,71170,CHAUFFAILLES,71,MFS PIMMS de Chauffailles,Place de la Gare,,,,,,
4.43171,46.789884,71190,ETANG SUR ARROUX,71,Espace Information Jeunesse-CyberJ d'Etang sur Arroux,Espace Information Jeunesse-CyberJ d'Etang sur Arroux ,,,,,,
4.180601,46.867816,71190,ETANG-SUR-ARROUX,71,MSAP Pôle de proximité Etang sur Arroux,2 bis rue d'Autun,,,,,,
4.513147,46.759896,71200,LE CREUSOT,71,Espace Cyber Jeunes : Mission Locale Le Creusot,Espace Cyber Jeunes : Mission Locale Le Creusot ,,,,,,
4.413349,46.806814,71200,LE CREUSOT,71,FabLab UtoPi,12  rue de la Fonderie,http://www.fablab-utopi.org/,,,,,
4.441198,46.793445,71200,LE CREUSOT,71,L'arobase,L'arobase ,,,,,,
4.421359,46.800073,71200,LE CREUSOT,71,Médiathèque municipale du Creusot - EPN,1 rue Edith Cavell,,,,,,
4.40393,46.829923,71200,SAINT-SERNIN-DU-BOIS,71,MSAP Saint-Sernin du Bois,Place Salignac Fénelon,,,,,,
4.429984,46.80645,71200,LE CREUSOT,71,Pôle Insertion emploi - Association AGIRE,5 avenue François Mitterrand,agire-cucm.fr,,,,,
4.465704,46.749907,71210,MONTCHANIN,71,CLIC - EPN de Montchanin,12 rue Lamartine,,,,,,
4.465704,46.749907,71210,ECUISSES,71,Cyber jeunes d'Ecuisses,40 route du Canal,,,,,,
4.514078,46.761851,71210,ECUISSES,71,MSAP Ecuisses,Rue du 19 Mars 1962,,,,,,
4.438949,46.481012,71220,SAINT-BONNET-DE-JOUX,71,MFS PIMMS Val de Joux,Place de la Poste,,,,,,
4.369329,46.64065,71230,SAINT VALLIER,71,Espace Public Numérique de St Vallier - ECLA,Rue Victor Hugo,,,,,,
46.644575,4.861923,71240,SENNECEY LE GRAND,71,MFS Sennecey le Grand,32 Rue des Mûriers,,,,,,
4.661804,46.432234,71250,CLUNY,71,FabLab Clunisois,2 rue Porte de Paris,http://www.fablabclunisois.fr,,,,,
4.98966,46.623553,71250,MAZILLE,71,Maison familiale du Clunisois,Maison familiale du Clunisois ,,,,,,
4.651346,46.429922,71250,CLUNY,71,MSAP Clunisois,5 place du marché,,,,,,
4.598063,46.520024,71250,SALORNAY-SUR-GUYE,71,MSAP Salornay-sur-Guye,12 place Gandin,,,,,,
46.8865,5.26059,71270,PIERRE DE BRESSE,71,Association Tremplin,5 place de la Mairie,www.ateliertremplin.fr,,,,,
46.559931,5.002134,71290,CUISERY,71,CAF - Point Relais de Cuisery, Rue de l'Eglise,,,,,,
46.5597,5.00215,71290,CUISERY,71,Centre Animation Sociale et Culturelle ,Rue de l'Eglise,http://centreanimation-cuisery.e-monsite.com,,,,,
4.35182,46.690645,71290,SIMANDRE,71,Simandre Info',Simandre Info' ,,,,,,
4.891945,46.773882,71300,MONTCEAU LES MINES,71,Cyber-base Ecole du Plessis,Cyber-base Ecole du Plessis ,,,,,,
4.352602,46.691208,71300,MONTCEAU LES MINES,71,EPN Montceau - Espace Trait d'Union,Rue de Mâcon,,,,,,
46.800258,5.186782,71310,MERVANS,71,MSAP Mervans, Place de la Mairie,,,,,,
4.135983,46.709121,71320,TOULON-SUR-ARROUX,71,MSAP Moulin des Roches,rue du moulin,,,,,,
46.753,5.24316,71330,SAINT GERMAIN DU BOIS,71,Mairie de Saint Germain du Bois,14 place du Marché,www.saintgermaindubois.fr,,,,,
5.240823,46.749576,71330,SAINT-GERMAIN-DU-BOIS,71,MSAP Saint-Germain du Bois,14  Place du Marché,,,,,,
46.7856,4.84631,71332,CHALON SUR SAONE,71,CPAM Chalon ,24 rue Jean Moulin,Ameli.fr,,,,,
4.016749,46.213316,71340,MELAY,71,MFS PIMMS de Melay,Le Bourg,,,,,,
46.895699,5.024282,71350,VERDUN SUR LE DOUBS,71,MFS Verdun sur le Doubs,16 Rue de la République,,,,,,
4.51379,46.990895,71360,EPINAC,71,MSAP Epinac,place Charles de Gaulle,,,,,,
46.7059,5.05174,71370,SAINT-ETIENNE-EN-BRESSE,71,MSAP Saint-Etienne-en-Bresse,17 place de la Mairie,www.saint-etienne-en-bresse.fr ,,,,,
4.709445,46.753719,71380,SAINT MARCEL,71,Agora des Jeunes - Espace Multimédia,Agora des Jeunes - Espace Multimédia ,,,,,,
46.7741,4.89249,71380,SAINT-MARCEL,71,Espace Multimédia de Saint-Marcel - Agor@95,95 grande Rue,https://www.facebook.com/marc.agora.7,,,,,
4.300509,46.958726,71390,SAINT DESERT,71,EPN de St Désert,,,,,,,
4.302105,46.959549,71400,AUTUN,71,CiLEF - Mission Locale de l'Autunois,1 rue des Pierres,cilef-orientation-emploi.fr,,,,,
4.304719,46.963123,71400,AUTUN,71,Espace Cyber jeunes. MIFE d Autun,Espace Cyber jeunes. MIFE d Autun ,,,,,,
4.270113,46.970199,71400,AUTUN,71,FabLab de Bellevue,Rue du Maquis de l’Autunois,https://www.grandautunoismorvan.fr/l-economie/centre-de-ressources-numeriques/fablab-241.html,,,,,
4.270113,46.970199,71400,AUTUN,71,La pépinière numérique de Bellevue,Rue du Maquis de l’Autunois,https://www.grandautunoismorvan.fr/l-economie/centre-de-ressources-numeriques/telecentre-244.html,,,,,
4.300739,46.604773,71420,CIRY LE NOBLE,71,Espace Public Numérique de Ciry le Noble - Bibliothèque,Rue Pautet,,,,,,
4.394146,46.699554,71450,BLANZY,71,EPN de Blanzy,rue du 11 novembre 1918,,,,,,
4.670813,46.580813,71460,SAVIGNY-Sur-GROSNE,71,MSAP Communauté de communes entre Saone et Grosne,1 route des Prairies,,,,,,
46.556054,5.164285,71470,SAINTE CROIX EN BRESSE,71,MSAP Sainte Croix en Bresse,180 Route du Bourg,,,,,,
5.164285,46.556054,71470,SAINTE-CROIX,71,MSAP Sainte-Croix,180 route du Bourg,,,,,,
46.49473,5.38931,71480,CUISEAUX,71,CAF - Point Relais de Cuiseaux, Château des Princes d'Orange,,,,,,
4.574612,46.869007,71490,COUCHES,71,MSAP Pôle de Proximité de Couches,Rue des Grands Bois,,,,,,
46.628,5.21709,71500,LOUHANS,71,Association Le Pont - Accueil de jour Louhans,3 rue de Bram,,,,,,
46.624455,5.233142,71500,LOUHANS,71,CAF - Antenne de Louhans, Avenue Ferdinand Point ,,,,,,
46.6268,5.22663,71500,LOUHANS,71,CLEFS71,4 promenade des Cordeliers,,,,,,
4.944707,46.876464,71500,LOUHANS,71,Couveuse Potentiel,Couveuse Potentiel ,,,,,,
5.268276,46.658298,71500,MONTIGNY-PRES-LOUHANS,71,Labo'M,1400 route de Louhans,http://www.labo-m.club,,,,,
5.226634,46.626833,71500,LOUHANS,71,Mission Locale de La Bresse Louhanaise,4 promenade des Cordeliers,,,,,,
5.226486,46.627152,71500,LOUHANS,71,Point central cyber jeunes de Louhans,Point central cyber jeunes de Louhans ,,,,,,
4.638973,46.847419,71510,SAINT-LEGER-SUR-DHEUNE,71,MSAP Saint-Léger-sur-Dheune,7 rue Thernaud,,,,,,
4.51016,46.378825,71520,DOMPIERRE LES ORMES,71,Espace de coworking CCSCMB,Espace de coworking ZI Geneve Océan - RN79,https://www.scmb71.com/economie/economie-infrastructures/espaces-coworking,non,,,,
4.48266,46.3073,71520,MATOUR,71,MSAP Haute-Grosne,Maison des associations n°4,,,,,,
46.8194,4.83618,71530,CHAMPFORGEUIL,71,CCAS Champforgeuil - Centre d'accueil pluriel (CAP),7 rue Charles Lemaux,,,,,,
46.8132,4.8656,71530,CRISSEY,71,Les Valoristes Bourguignons,16 rue Ferrée,www.valoristesbourguignons.com,,,,,
4.730697,46.197181,71570,ROMANECHE-THORINS,71,SOLUTIONS INGÉNIERIE DIGITAL FORMATION (SID FORMATION),921 route du Moulin à Vent,,,,,,
46.6917,5.37076,71580,SAILLENARD,71,MSAP Saillenard,136 rue de l'Eglise,,,,,,
46.8759,4.94496,71590,GERGY,71,Espace multimédia de Gergy,8A rue de la Velle,https://www.ifac.asso.fr/Espace-Public-Numerique-Gergy,,,,,
4.742189,46.781466,71600,PARAY LE MONIAL,71,Espace socio-culturel de Paray le Monnial,Espace socio-culturel de Paray le Monnial ,,,,,,
46.7822,4.74547,71640,GIVRY,71,Bibliothèque municipale de Givry,Place de l'église,http://givry.opac3d.fr/search.php?action=accueil,,,,,
4.467166,46.808152,71640,GIVRY,71,Espace Multimédia de Givry,Espace Multimédia de Givry ,,,,,,
4.467166,46.808152,71670,LE BREUIL,71,Espace Public Numérique du Breuil,46 route de Couches,,,,,,
4.1942,46.3319,71710,MARMAGNE,71,Centre Multimédia Communautaire Arroux Mesvrin,Centre Multimédia Communautaire Arroux Mesvrin ,,,,,,
4.354793,46.836264,71710,LES BIZOTS,71,Espace Public Numérique des Bizots,Le Bourg,,,,,,
4.812186,46.305827,71800,OYE,71,Foyer rural d'Oye,Foyer rural d'Oye ,,,,,,
4.718166,46.345269,71850,CHARNAY LES MACON,71,Point Cyb de Charnay les Macon,Point Cyb de Charnay les Macon ,,,,,,
46.7985,4.80816,71880,CHATENOY LE ROYAL,71,CCAS Chatenoy le Royal,2 rue Colette,,,,,,
4.720257,46.344964,71960,LA ROCHE VINEUSE,71,Ecogit'Actions,60 avenue de la gare,http://www.ecogitactions.com,,,,,
4.749492,46.303527,71960,DAVAYE,71,Viti Lab - CA71,,,,,,,
3.587097,47.800922,89000,AUXERRE,89,Atelier des Beaux Boulons,4 rue Paul Doumer,https://www.beauxboulons.com/,,,,,
3.564627,47.806545,89000,AUXERRE,89,Bibliothèque municipale Auxerre,Rue d Ardillière,perso.wanadoo.fr/bibaux,,,,,
3.551932,47.797768,89000,AUXERRE,89,Couveuse Potentiel,8 Avenue Delacroix,,,,,,
3.551932,47.797768,89000,AUXERRE,89,Cyber Base Emploi - Maison de l'Emploi et de la Formation de l'Auxerrois,8 Avenue Delacroix,www.mdeauxerrois.com,,,,,
3.564627,47.806545,89000,AUXERRE,89,Handi Lab - EPNAK,,,,,,,
3.587097,47.800922,89000,AUXERRE,89,Les Riverains,4 rue Paul Doumer,https://www.lesriverains.org/,,,,,
3.567285,47.792099,89000,AUXERRE,89,Maison de la jeunesse Auxerre,1 bis place de l'Arquebuse,mjauxerre.cyber-base.org,,,,,
3.550152,47.800568,89000,AUXERRE,89,Mission Locale de l'Auxerrois,1 avenue Rodin,,,,,,
3.569976,47.795663,89000,AUXERRE,89,Numog,9 place du Maréchal Leclerc,https://www.numog.com/,,,,,
3.25942,48.161076,89100,GRON,89,EPN  Maison familiale rurale du Sénonais,24  rue Haute,www.mfrgron.com,,,,,
3.286467,48.198624,89100,SENS,89,FabLab Pixelibur,50 rue du Thenard,https://www.facebook.com/pg/FablabSens/,,,,,
3.275654,48.191487,89100,SENS,89,Lycée polyvalent régional,29  rue de la Liberté,www.nord-cotedor.net,,,,,
3.308496,48.19638,89100,SENS,89,Mission Locale du Sénonais,6 rue Henri Sanglier,www.missionlocaledusenonais.com,,,,,
3.276234,48.190601,89100,SENS,89,Ville de Sens - Service Informatique,100  rue de la République,,,,,,
3.09557,47.887432,89120,CHARNY,89,MFS Charny Orée de Puisaye,3  Route de Prunoy,,,,,,
3.294344,47.736786,89130,TOUCY,89,Bibliothèque municipale Toucy,7 rue des Montagnes,,,,,,
3.260694,48.343793,89140,SERGINES,89,MSAP Yonne Nord,18 rue de l'Hôtel de Ville,,,,,,
4.163566,47.775155,89160,ANCY-LE-FRANC,89,MSAP Ancy le Franc,11 Place Clermont Tonnerre,,,,,,
3.069992,47.642826,89170,SAINT-FARGEAU,89,MSAP Saint-Fargeau,rue du Moulin de l'Arche,,,,,,
3.557569,48.233735,89190,VILLENEUVE-L'ARCHEVÊQUE,89,MSAP Villeneuve l'Archevêque,1 B Place de la Liberté,,,,,,
3.917856,47.486092,89200,AVALLON,89,Maison de l'Image et des nouvelles technologies Avallon,Avenue Pierre Vigoureux,www.maisonimage.org,,,,,
3.907243,47.487707,89200,AVALLON,89,Mission Locale Rurale du Tonnerrois et de l'Avalonnais Avallon,55  grande rue A. Briand,www.la-place.org,,,,,
2.948545,47.70093,89220,BLENEAU,89,MSAP Bléneau,Place de la Libération,,,,,,
3.682111,47.896287,89230,VENOUSE,89,La Grange de Beauvais,rue de la Mairie,https://www.helloasso.com/associations/association-grange-de-beauvais,,,,,
3.600869,47.90281,89250,SEIGNELAY,89,MSAP Seignelay,6 rue Gatelot,,,,,,
3.759823,47.603363,89270,ARCY-SUR-CURE,89,MSAP Agence postale Arcy-sur-cure,1 rue du fossé au veau,,,,,,
3.680576,47.599156,89270,MAILLY-LA-VILLE,89,MSAP Mailly-la-Ville,18 rue Camelinat,,,,,,
3.41631,47.977261,89300,JOIGNY,89,Espace jeunes Cyber-base de Joigny,2 Rue des Ingles,www.cyber-base.org,,,,,
3.994644,47.694475,89310,NOYERS,89,MSAP Noyers,15 Promenade du Pré de l'Echelle,,,,,,
3.426606,48.167365,89320,LES VALLEES DE LA VANNE,89,MFS les Vallées de la Vanne,5 route du miroir,,,,,,
3.313342,48.025796,89330,VILLEVALLIER,89,Maison Familiale Rurale du Jovinien,25  rue Verdeau,,,,,,
3.063466,48.332378,89340,VILLENEUVE-LA-GUYARD,89,MSAP du Sivom du Nord Senonais,,,,,,,
3.071567,47.779869,89350,CHAMPIGNELLES,89,MSAP Champignelles,5 rue Arsène Duguyot,,,,,,
3.524772,47.960738,89400,MIGENNES,89,Mission Locale du Migennois et du Jovinien,25 rue Gabriel Cordier,missionslocales-bfc.fr/mission-locale-migennois-jovinien/,,,,,
4.085383,47.847308,89430,TANLAY,89,MSAP Tanlay,1 rue Haute de Fossés,,,,,,
4.004362,47.585063,89440,L'ISLE SUR SEREIN,89,MSAP L'isle sur Serein,3 avenue du parc,,,,,,
3.755074,47.480742,89450,ASQUINS,89,Club informatique asquinois,12 grande rue,,,,,,
3.69016,47.68326,89460,CRAVANT,89,MSAP Cravant,Rue d'Orléans,,,,,,
3.53977,47.526418,89480,COULANGES-SUR-YONNE,89,MSAP Coulanges sur Yonne,place de l'Hôtel de Ville,,,,,,
3.195223,47.617932,89520,SAINT-SAUVEUR-EN-PUISAYE,89,MSAP Saint-Sauveur en Puisaye,1   Place Paultre des Ormes,,,,,,
3.718873,47.998821,89600,SAINT FLORENTIN,89,Cyber Base Emploi Saint-Florentin,7 rue de l'Ile de France,www.mdeauxerrois.com,,,,,
3.99764,47.368857,89630,QUARRE-LES-TOMBES,89,MSAP Quarré-les-Tombes,1 place de l'Eglise,,,,,,
3.634247,47.531499,89660,CHÂTEL-CENSOIR,89,MSAP Châtel-Censoir,1 Place Aristide Briand,,,,,,
3.636625,47.596704,89660,MAILLY-LE-CHÂTEAU,89,MSAP Mailly le Château,32 Rue Comtesse Mahaut,,,,,,
2.998647,48.202902,89690,CHEROY,89,MFS Chéroy,13 rue de Paris,,,,,,
3.974495,47.857774,89700,TONNERRE,89,Mission Locale du Tonnerrois et de l'Avallonnais,3 rue Claude Aillot,mirta.com,,,,,
3.974558,47.858071,89700,TONNERRE,89,MSAP Tonnerre,2 avenue de la Gare - Immeuble Sémaphore,,,,,,
3.799606,47.814028,89800,CHABLIS,89,Centre communal d'action sociale Chablis,7  bd docteur Tacussel,,,,,,
6.854932,47.63796,90000,BELFORT,90,Bureau Information Jeunesse de Belfort,3 rue Jules Vallès,http://www.jeunes-fc.com/,,,,,
6.844077,47.64256,90000,BELFORT,90,Innovation Crunch Lab,Rue Becquerel,http://openlab.utbm.fr/,,,,,
6.843149,47.642246,90000,BELFORT,90,La Cinquième Dimension,3  rue Edouard Branly,http://www.la5d.fr/,,,,,
6.857164,47.641017,90000,BELFORT,90,Les Médianautes,53 Faubourg des Ancêtres,http://www.lesmedianautes.com/,,,,,
6.843149,47.642246,90000,BELFORT,90,L'Usine,3  rue Edouard Branly,http://www.lusineabelfort.fr,,,,,
6.84421,47.634201,90020,BELFORT,90,Mission Locale du territoire de Belfort,12 place de l'Europe,mission-locale90.fr,,,,,
6.963542,47.700048,90110,SAINT GERMAIN LE CHATELET,90,A.I.L.E. - club informatique,Association AILE Club informatique Ecole élémentaire 21  rue Principale,,,,,,
6.917253,47.564492,90140,BOUROGNE,90,Espace Multimédia Gantner,1 rue de la Varonne,http://www.espacemultimediagantner.cg90.net/,,,,,
6.821007,47.745098,90200,GIROMAGNY,90,Point Information Jeunesse de Giromagny,Place des Commandos d'Afrique,http://www.csgiro.fr.st/,,,,,